Email,Start date,Start time,Duration,Project,Task,Client,Billable,Description
sawyer@compiler.la,2023-01-06,10:01:00,02:06:00,Project6,,Client1,Yes,accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus
sawyer@compiler.la,2023-01-07,09:00:00,01:50:00,Project4,,Client1,Yes,quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur
sawyer@compiler.la,2023-01-07,10:50:00,01:01:00,Project1,,Client1,Yes,proin leo odio porttitor id consequat in consequat
sawyer@compiler.la,2023-01-08,09:00:00,01:33:00,Project5,,Client1,Yes,porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam
sawyer@compiler.la,2023-01-08,10:33:00,02:35:00,Project3,,Client1,Yes,curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non
sawyer@compiler.la,2023-01-09,09:00:00,01:01:00,Project1,,Client1,Yes,donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien
sawyer@compiler.la,2023-01-09,10:01:00,01:58:00,Project5,,Client1,Yes,nulla integer pede justo lacinia eget tincidunt eget
sawyer@compiler.la,2023-01-11,09:00:00,01:37:00,Project3,,Client1,Yes,maecenas tristique est et tempus semper est
sawyer@compiler.la,2023-01-11,10:37:00,01:55:00,Project7,,Client1,Yes,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in
sawyer@compiler.la,2023-01-11,12:32:00,02:57:00,Project1,,Client1,Yes,eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla
sawyer@compiler.la,2023-01-12,09:00:00,02:03:00,Project3,,Client1,Yes,curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec
sawyer@compiler.la,2023-01-12,11:03:00,01:00:00,Project1,,Client1,Yes,eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus
sawyer@compiler.la,2023-01-12,12:04:00,01:22:00,Project6,,Client1,Yes,etiam faucibus cursus urna ut
sawyer@compiler.la,2023-01-13,09:00:00,01:07:00,Project6,,Client1,Yes,platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget
sawyer@compiler.la,2023-01-14,09:00:00,02:06:00,Project4,,Client1,Yes,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu
sawyer@compiler.la,2023-01-14,11:06:00,01:16:00,Project6,,Client1,Yes,bibendum felis sed interdum venenatis turpis enim blandit mi
sawyer@compiler.la,2023-01-14,12:22:00,01:44:00,Project5,,Client1,Yes,pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium
sawyer@compiler.la,2023-01-15,09:00:00,01:39:00,Project3,,Client1,Yes,luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus
sawyer@compiler.la,2023-01-15,10:39:00,00:59:00,Project7,,Client1,Yes,iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla
sawyer@compiler.la,2023-01-16,09:00:00,03:10:00,Project2,,Client1,Yes,erat id mauris vulputate elementum nullam varius nulla facilisi
sawyer@compiler.la,2023-01-16,12:10:00,00:44:00,Project3,,Client1,Yes,nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante
sawyer@compiler.la,2023-01-16,12:55:00,01:15:00,Project4,,Client1,Yes,eu massa donec dapibus duis at velit eu
sawyer@compiler.la,2023-01-18,09:00:00,01:40:00,Project4,,Client1,Yes,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce
sawyer@compiler.la,2023-01-18,10:40:00,01:37:00,Project3,,Client1,Yes,aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu
sawyer@compiler.la,2023-01-18,12:18:00,02:52:00,Project7,,Client1,Yes,ligula sit amet eleifend pede libero quis orci nullam molestie
sawyer@compiler.la,2023-01-20,09:00:00,02:31:00,Project6,,Client1,Yes,nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem
sawyer@compiler.la,2023-01-21,09:00:00,02:25:00,Project5,,Client1,Yes,vivamus in felis eu sapien cursus vestibulum
sawyer@compiler.la,2023-01-22,09:00:00,01:28:00,Project7,,Client1,Yes,interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis
sawyer@compiler.la,2023-01-23,09:00:00,01:04:00,Project6,,Client1,Yes,elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque
sawyer@compiler.la,2023-01-23,10:04:00,00:13:00,Project7,,Client1,Yes,congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci
sawyer@compiler.la,2023-01-23,10:18:00,01:34:00,Project7,,Client1,Yes,id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam
sawyer@compiler.la,2023-01-24,09:00:00,02:16:00,Project5,,Client1,Yes,vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy
sawyer@compiler.la,2023-01-25,09:00:00,02:08:00,Project2,,Client1,Yes,nibh in lectus pellentesque at
sawyer@compiler.la,2023-01-26,09:00:00,01:15:00,Project4,,Client1,Yes,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in
sawyer@compiler.la,2023-01-27,09:00:00,04:00:00,Project1,,Client1,Yes,quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio
sawyer@compiler.la,2023-01-29,09:00:00,03:23:00,Project7,,Client1,Yes,ut at dolor quis odio consequat varius integer
sawyer@compiler.la,2023-01-30,09:00:00,00:19:00,Project1,,Client1,Yes,pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc
sawyer@compiler.la,2023-01-30,09:19:00,03:24:00,Project1,,Client1,Yes,metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget
silas@compiler.la,2023-01-03,09:00:00,00:42:00,Project2,,Client1,Yes,praesent blandit nam nulla integer pede
silas@compiler.la,2023-01-04,09:00:00,02:51:00,Project2,,Client1,Yes,elit sodales scelerisque mauris sit amet eros suspendisse
silas@compiler.la,2023-01-05,09:00:00,02:40:00,Project6,,Client1,Yes,aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet
silas@compiler.la,2023-01-05,11:40:00,01:15:00,Project2,,Client1,Yes,sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque
silas@compiler.la,2023-01-05,12:56:00,01:21:00,Project4,,Client1,Yes,primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat
silas@compiler.la,2023-01-06,09:00:00,00:54:00,Project5,,Client1,Yes,nibh ligula nec sem duis aliquam convallis
silas@compiler.la,2023-01-06,09:54:00,03:25:00,Project2,,Client1,Yes,at nunc commodo placerat praesent blandit
silas@compiler.la,2023-01-06,13:19:00,02:27:00,Project1,,Client1,Yes,primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna
silas@compiler.la,2023-01-06,15:47:00,03:37:00,Project7,,Client1,Yes,leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor
silas@compiler.la,2023-01-06,19:24:00,01:51:00,Project4,,Client1,Yes,pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum
silas@compiler.la,2023-01-07,09:00:00,02:25:00,Project5,,Client1,Yes,praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in
silas@compiler.la,2023-01-08,09:00:00,01:36:00,Project3,,Client1,Yes,in purus eu magna vulputate luctus
silas@compiler.la,2023-01-08,10:36:00,01:19:00,Project2,,Client1,Yes,lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet
silas@compiler.la,2023-01-11,09:00:00,00:41:00,Project7,,Client1,Yes,ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus
silas@compiler.la,2023-01-11,09:41:00,01:07:00,Project2,,Client1,Yes,suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce
silas@compiler.la,2023-01-11,10:49:00,03:09:00,Project7,,Client1,Yes,in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing
silas@compiler.la,2023-01-12,09:00:00,02:38:00,Project7,,Client1,Yes,nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam
silas@compiler.la,2023-01-13,09:00:00,00:40:00,Project6,,Client1,Yes,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit
silas@compiler.la,2023-01-14,09:00:00,03:00:00,Project7,,Client1,Yes,morbi vestibulum velit id pretium iaculis diam
silas@compiler.la,2023-01-14,12:00:00,02:19:00,Project5,,Client1,Yes,pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula
silas@compiler.la,2023-01-15,09:00:00,03:08:00,Project6,,Client1,Yes,dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum
silas@compiler.la,2023-01-15,12:08:00,00:03:00,Project4,,Client1,Yes,viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et
silas@compiler.la,2023-01-15,12:11:00,03:01:00,Project1,,Client1,Yes,eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum
silas@compiler.la,2023-01-16,09:00:00,02:59:00,Project4,,Client1,Yes,vestibulum proin eu mi nulla ac enim in tempor
silas@compiler.la,2023-01-17,09:00:00,02:25:00,Project2,,Client1,Yes,cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien
silas@compiler.la,2023-01-17,11:25:00,03:51:00,Project5,,Client1,Yes,vestibulum sagittis sapien cum sociis natoque
silas@compiler.la,2023-01-18,09:00:00,02:44:00,Project4,,Client1,Yes,tortor duis mattis egestas metus aenean fermentum donec ut mauris eget
silas@compiler.la,2023-01-18,11:44:00,01:08:00,Project4,,Client1,Yes,faucibus orci luctus et ultrices posuere
silas@compiler.la,2023-01-20,09:00:00,01:18:00,Project6,,Client1,Yes,metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam
silas@compiler.la,2023-01-20,10:18:00,03:15:00,Project2,,Client1,Yes,iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam
silas@compiler.la,2023-01-20,13:33:00,03:57:00,Project6,,Client1,Yes,elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum
silas@compiler.la,2023-01-20,17:31:00,02:06:00,Project2,,Client1,Yes,tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat
silas@compiler.la,2023-01-22,09:00:00,03:10:00,Project1,,Client1,Yes,pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla
silas@compiler.la,2023-01-22,12:10:00,01:24:00,Project1,,Client1,Yes,mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget
silas@compiler.la,2023-01-22,13:34:00,02:22:00,Project6,,Client1,Yes,arcu libero rutrum ac lobortis vel dapibus at diam nam tristique
silas@compiler.la,2023-01-23,09:00:00,00:20:00,Project5,,Client1,Yes,nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros
silas@compiler.la,2023-01-24,09:00:00,02:45:00,Project6,,Client1,Yes,duis aliquam convallis nunc proin at turpis
silas@compiler.la,2023-01-24,11:45:00,03:20:00,Project6,,Client1,Yes,porttitor lorem id ligula suspendisse ornare consequat lectus
silas@compiler.la,2023-01-24,15:06:00,00:26:00,Project5,,Client1,Yes,ut blandit non interdum in
silas@compiler.la,2023-01-25,09:00:00,02:06:00,Project5,,Client1,Yes,odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est
silas@compiler.la,2023-01-25,11:06:00,02:28:00,Project4,,Client1,Yes,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis
silas@compiler.la,2023-01-25,13:35:00,01:10:00,Project7,,Client1,Yes,leo pellentesque ultrices mattis odio donec vitae
silas@compiler.la,2023-01-26,09:00:00,01:30:00,Project5,,Client1,Yes,ultrices posuere cubilia curae mauris viverra diam
silas@compiler.la,2023-01-27,09:00:00,01:49:00,Project6,,Client1,Yes,blandit non interdum in ante vestibulum ante
silas@compiler.la,2023-01-27,10:49:00,02:55:00,Project7,,Client1,Yes,hac habitasse platea dictumst aliquam augue quam
silas@compiler.la,2023-01-27,13:45:00,03:40:00,Project4,,Client1,Yes,nullam orci pede venenatis non sodales sed tincidunt eu
silas@compiler.la,2023-01-28,09:00:00,02:37:00,Project4,,Client1,Yes,volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna
silas@compiler.la,2023-01-30,09:00:00,03:31:00,Project1,,Client1,Yes,nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et
silas@compiler.la,2023-01-30,12:31:00,01:56:00,Project6,,Client1,Yes,ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis
